name,chinese_name,status_type,year_born,gender,native_city,native_province,bio,photo_link,photo_name,last_position_held,chinese_position,organization,chinese_organization,corruption_location,sentencing_status,investigated_date,investigated_link,investigated_ccdi,investigated_quote,expelled_date,expelled_link,expelled_ccdi,expelled_quote,sentenced_date,sentenced_link,sentenced_ccdi,sentence_details,sentenced_quote,total_yuan_corrupted,sector,sector_two,sector_three,family_connections,city_connections,province_connections,national_connections,other_connections,dead_date,dead_link,dead_details,which_tiger,previous_positions,naked_official
Hong Wei,洪巍,Fly,1968,Male,,Shanghai,,http://g.hiphotos.baidu.com/baike/w%3D268/sign=f670cf4efef2b211e42e8248f2806511/9a504fc2d562853503957b1c95ef76c6a7ef6392.jpg,,"Deputy General Manager, Shoe Department Manager","副总经理, 鞋业部经理",Shanghai Imp. & Exp. Corp of China National Technical Imp. & Exp. Corp.,中国技术进出口总公司上海进出口公司,Shanghai,Investigated,1/20/2009,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,http://www.mps.gov.cn/n2256936/n4904359/n4904360/c4915138/content.html,,,,,,,,,,,,,,Sky Net,,,,,,,,,,,
Qian Zengde,钱增德,Fly,1963,Male,,Jiangsu,"A suspect involving bribery, on July 25, 2015, Qian Zengde was arrested and repatriated to China after having fled to Kenya.",http://baike.baidu.com/item/%E9%92%B1%E5%A2%9E%E5%BE%B7,Qian-Zengde.jpg,Former Chairman,原董事长,"Jiangsu Chinahuai Construction Group Co., Ltd.",江苏中淮建设集团有限公司,Jiangsu,Expelled,2/18/2009,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,http://www.mps.gov.cn/n2256936/n4904359/n4904360/c4914498/content.html,,7/25/2015,http://www.ccdi.gov.cn/yaowen/201507/t20150725_137232.html,http://www.ccdi.gov.cn/yaowen/201507/t20150725_137232.html,,,,,,,,,Construction,Sky Net,,,,,,,,,,,
Tang Dongmei,唐东玫,Fly,1959,Female,Fuzhou,Fujian,"Included in the Operation Skynet round-up, believed to be in Australia.",http://c.hiphotos.baidu.com/baike/w%3D268/sign=db8b7827c35c1038247ec9c48a10931c/37d12f2eb9389b507d19986f8035e5dde7116e2c.jpg,Tang-Dongmei.jpg,Accountant,会计,Fujian Provincial Arts & Crafts Import & Export Corporation,福建省工艺品进出口公司       ,Fujian,Expelled,5/5/2009,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,http://www.mps.gov.cn/n2256936/n4904359/n4904360/c4915638/content.html,,6/22/2016,http://fanfu.people.com.cn/n1/2016/0623/c64371-28471695.html,http://www.ccdi.gov.cn/gzdt/gjhz/201606/t20160623_153558.html,,,,,,,,,,Sky Net,,,,,,,,,,,
Yun Jian,云健,Fly,1966,Male,Wenchang,Hainan,"Included in the Operation Skynet round-up, believed to be in New Zealand. Goes by the alias Fang Jian.",http://c.hiphotos.baidu.com/baike/w%3D268/sign=a08c9a057ef40ad115e4c0e56f2d1151/f31fbe096b63f624c197943e8244ebf81b4ca3c1.jpg,,Deputy Chief,副局长 ,Longhua City Local Tax Bureau ,海口市地方税务局龙华分局       ,Hainan,Sentenced,5/15/2009,http://www.mps.gov.cn/n2256936/n4904359/n4904360/c4915178/content.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,7/9/2016,http://www.ccdi.gov.cn/gzdt/gjhz/201607/t20160711_153559.html,http://www.ccdi.gov.cn/gzdt/gjhz/201607/t20160711_153559.html,,4/21/2017,http://news.xinhuanet.com/politics/2017-04/21/c_1120852622.htm,http://news.xinhuanet.com/politics/2017-04/21/c_1120852622.htm,"3 years imprisonment with 4-year reprieve, 200,000 RMB fine",,,,Finance,Sky Net,,,,,,,,,,,
Yang Xianghong,杨湘洪,Fly,1956,Male,Wenzhou,Zhejiang,"Included in the Operation Skynet round-up, believed to be in France.",http://g.hiphotos.baidu.com/baike/c0%3Dbaike80%2C5%2C5%2C80%2C26/sign=6717f13f6e061d95694b3f6a1a9d61b4/e4dde71190ef76c669f9732c9d16fdfaaf51678a.jpg,Yang-Xianghong.jpg,"Standing Committee Member, Secretary","常委, 书记","Wenzhou City Party Committee, Lucheng District Party Committee","温州市委, 鹿城区委",Zhejiang,Expelled, ,http://www.mps.gov.cn/n2256936/n4904359/n4904360/c4916018/content.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,11/12/2008,http://politics.people.com.cn/GB/1026/8329526.html,,,,,,,,,,,Sky Net,,,,,,,,,,,
Li Shiqiao,李世乔,Fly,1942,Male,Xinning,Hunan,"Included in the Operation Skynet round-up, believed to be in the U.S.",http://c.hiphotos.baidu.com/baike/w%3D268/sign=d61faf55c9bf6c81f7372bee843fb1d7/c2cec3fdfc0392459c15aa328294a4c27d1e256e.jpg,,"Vice General Manager, General Manager","副总经理, 总经理","Ningbo Yuanwang Technology, Industrial & Traiding Co., Ningbo Huayuan Real Estate Co., Ltd.","宁波远望技工贸公司, 宁波华远房地产有限公司",Zhejiang,Investigated,9/8/2009,http://www.mps.gov.cn/n2256936/n4904359/n4904360/c4914858/content.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,turned himself reported on 4/17/17,,,,,,,,,,,Real Estate,,Sky Net,,,,,,,,,,,
Liu Changming,刘昌明,Fly,1965,Male,Yangjiang,Guangdong,"Included in the Operation Skynet round-up, believed to be in Singapore or the U.S.",http://h.hiphotos.baidu.com/baike/c0%3Dbaike80%2C5%2C5%2C80%2C26/sign=0e8b8b395c82b2b7b392319650c4a08a/dcc451da81cb39db1932746bd5160924ab183018.jpg,,"Party Secretary, President","党委书记, 行长",Bank of Communications Guangzhou Headquarters,交通银行广州分行,Guangdong,Investigated,10/15/2009,http://www.ft.com/cms/s/0/82c175f6-81f2-11de-9c5e-00144feabdc0.html#axzz3zhMuS5Jt,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,"""the case involves as much as Rmb9.8bn, three times as much as the largest previous reported bank fraud in China""",,,,,,,,,,,,Banking,Sky Net,,,,,,,,,,,
Yan Yongxi,闫永喜,Fly,1963,Male,Beijing,Beijing,"Dubbed ""Beijing's most corrupt official"" by local media, Yan Yongxi was the former deputy governor of Beijing's Mentougou District. He was sentenced for embezzling millions of RMB and putting it into a gardening company owned by his mistress, Mao Xudong.",http://baike.baidu.com/subview/1277788/8687748.htm,Yan-Yongxi.jpg,Deputy district governor,副区长,Mengtougou District Government,北京市门头沟区人民政府,Beijing,Sentenced,,,,,12/29/2010,http://legal.people.com.cn/GB/203936/13615930.html,,,10/9/2012,http://politics.people.com.cn/n/2012/1009/c1001-19197696.html,,Life imprisonment,,"42,000,000",,,,,,,,,,,,,,
Pei Jianqiang,裴健强,Fly,1967,Male,Haidian,Beijing,,http://www.ccdi.gov.cn/special/ztzz/ztzzjxs_ztzz/201601/t20160105_72056.html,Pei-Jianqiang.jpg,Head of Imports and Exports,进出口部负责人,China International Enterprises Co-operative Corporation,中企国际合作有限责任公司,Beijing,Sentenced,5/27/2010,http://www.mps.gov.cn/n2256936/n4904359/n4904360/c4916158/content.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,1/1/2016,http://www.ccdi.gov.cn/special/ztzz/ztzzjxs_ztzz/201601/t20160105_72056.html,http://www.ccdi.gov.cn/special/ztzz/ztzzjxs_ztzz/201601/t20160105_72056.html,,11/29/2016,http://news.xinhuanet.com/politics/2017-05/10/c_1120951325.htm,,"3 years imprisonment, 200,000 RMB fine",,,,Sky Net,SOE,,,,,,,,,,,
Li Yuanshou,李远寿,Fly,1964,Male,,Jilin,,http://baike.baidu.com/item/%E6%9D%8E%E8%BF%9C%E5%AF%BF,Li-Yuanshou.jpg,Former Manager,原经理,"China National Petroleum Corporation, Yanbian Sales Subsidiary and Operating Offices",中国石油吉林延边销售分公司图们经营处,Jilin,Expelled,6/1/2010,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,8/22/2015,http://www.ccdi.gov.cn/special/ztzz/ztzzjxs_ztzz/201508/t20150821_60922.html,http://www.ccdi.gov.cn/special/ztzz/ztzzjxs_ztzz/201508/t20150821_60922.html,,,,,,,,Petroleum,Sky Net,CNPC,,,,,,,,,,,
Hu Fengxian,胡奉宪,Fly,1954,Male,Chengdu,Sichuan,"Included in the Operation Skynet round-up, believed to be in the U.S. or Australia.",http://www.mps.gov.cn/n16/n2009301/n4377778/n4377799/n4384929.files/n4384930.jpg,,"General Manager, Chairman","总经理, 董事长",Sichuan Yunlu,四川韵律实业发展公司,Sichuan,Investigated,7/1/2010,http://www.mps.gov.cn/n2256936/n4904359/n4904360/c4915938/content.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,,,,,,,,,,,,,Sky Net,,,,,,,,,,,
Li Xiangdong,李向东,Fly,1965,Male,,Jiangsu,Dubbed “China’s Ringtone Lord” by Caixin,http://c.hiphotos.baidu.com/baike/c0%3Dbaike80%2C5%2C5%2C80%2C26/sign=d99b4f2bcafc1e17e9b284632bf99d66/0dd7912397dda1443706948fb7b7d0a20cf48684.jpg,,General Manager,总经理,Music Service of Sichuan Mobile ,四川移动公司无线音乐运营中心,Sichuan,Investigated,9/20/2010,http://english.caixin.com/2010-04-16/100135660.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,,,,,,,,,,,,Telecom,Sky Net,,,,,,,,,,,
Qiu Gengmin,邱耿敏,Fly,1962,Male,,Zhejiang,"In 2014, according to The New York Times, U.S. federal prosecutors charged Qiu with “attempting to launder ... money using several bank accounts established in the names of shell companies to purchase real estate.” Ning Ye, Qiu’s lawyer, argued that Qiu was targetted by the Chinese government because of his “involvement in a pro-democracy movement.”",http://www.nytimes.com/2015/05/16/world/asia/china-hunts-fugitives-accused-of-corruption-many-in-us.html,Qiu-Gengmin.jpg,Manager,经理   ,"Zhejiang Changda Imp. & Exp. Co., Ltd.",浙江昌大进出口有限公司    ,Zhejiang,Investigated,12/13/2010,http://www.nytimes.com/2015/05/16/world/asia/china-hunts-fugitives-accused-of-corruption-many-in-us.html?_r=0,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,,,,,,,,,,,,Sky Net,Transportation,,,,,,,,,,,
Guo Xin,郭欣,Fly,1964,Female,,Yunnan,Guo is the ex-wife of Jiang Chunguang.,http://inews.gtimg.com/newsapp_bt/0/43326682/640,Guo-Xin.jpg,Associate Professor of History,历史系副教授,Yunnan University,云南大学,Yunnan,Investigated,12/22/2010,http://www.telegraph.co.uk/sponsored/china-watch/society/11642950/china-most-wanted.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,,,,,,,,,,,,Education,Sky Net,Jiang Chunguang,,,,,,,,,,
Luo Jinbao,罗金宝,Fly,1956,Male,Linxian,Shanxi,,http://b.hiphotos.baidu.com/baike/c0%3Dbaike80%2C5%2C5%2C80%2C26/sign=6f70c7fffdfaaf5190ee89eded3dff8b/aec379310a55b3194aafedac43a98226cefc1790.jpg,,Chairman,董事长,China Railway Tielong Container Logistics Co. Ltd,中铁集装箱运输集团,Beijing,Sentenced,1/1/2011,http://www.chinanews.com/fz/2012/12-27/4440926.shtml,,,3/18/2011,http://www.chinadaily.com.cn/china/2012-05/29/content_15407266.htm,http://www.gmw.cn/01wzb/2013-01/01/content_6383412.htm,,8/21/2014,http://m.news.cntv.cn/2015/05/26/ARTI1432641830658883.shtml,,"Death sentence with 2-year reprieve, deprivation of political rights for life, all personal property confiscated",,,Rail,SOE,Transportation,,"Liu Zhijun, Ding Shumiao",,,,,,,,,
Ding Shumiao,丁书苗/丁羽心,Fly,1955,Female,Jincheng,Shanxi,"Ding Shumiao, a.k.a. Ding Yuxin, started out as an egg vendor in Shanxi province in the early 1980s, she made her ascent in the late 1990s when she moved into centralized freight train services after she met Liu Zhijun, who was Vice Minister of Railways.",http://baike.baidu.com/view/8852771.htm,Ding-Shumiao.jpg,Legal Representative,法人代表,Beijing Boyou Investment Management Corp.,博宥投资,Beijing,Sentenced,1/1/2011,http://www.scmp.com/article/971540/railway-graft-scandal-widens-3-more-held,http://www.ccdi.gov.cn/yaowen/201310/t20131009_129441.html,“Ding...allegedly earned several hundred million yuan in bribes by helping different contractors win bids for projects on the mainland's multi-trillion-yuan high-speed rail system by taking advantage of her close relationship with the minister.”,, ,,,12/16/2014,http://www.scmp.com/news/china/article/1663149/ding-shumiao-tycoon-linked-chinas-ex-rail-chief-liu-zhijun-gets-20-years,http://www.ln.xinhuanet.com/newscenter/2014-12/16/c_1113662283.htm,20 years imprisonment,Her personal assets of 20 million yuan would be seized,"2,500,000,000",Real Estate,Rail,SOE,Hou Junxia,"Liu Zhijun, Luo Jinbao",Fan Zengyu,Zhang Shuguang,,,,,,,
Liu Zhijun,刘志军,Tiger,1953,Male,Ezhou,Hubei,,http://baike.baidu.com/link?url=eNZ1sJYgJ5zkkM7fIvxlZZYmeWVjXwveQQDeb2FO6iOz17nlEte3MuNjSXfRmk31RxsEoxec597uiJZ5ln3b7YXpJZ-HjjXqVks4xDNiIOi,Liu-Zhijun.jpg,Minister,部长,Ministry of Railways,中华人民共和国铁道部,Beijing,Sentenced,2/1/2011,http://english.caixin.com/2012-05-28/100394652.html,,,5/24/2012,http://www.chinadaily.com.cn/cndy/2012-05/29/content_15407998.htm,,,7/8/2013,http://www.theguardian.com/world/2013/jul/08/liu-zhijun-sentenced-death-corruption,,Suspended death sentence,,"64,000,000",Rail,,,,"Ding Shumiao, Hou Junxia, Luo Jinbao",Fan Zengyu,,,,,,,,
Fan Zengyu,范增玉,Fly,1963,Male,Zhoukou,Henan,,http://baike.baidu.com/view/7267562.htm,Fan-Zengyu.jpg,Former official,主任,"Poverty Alleviation Office, State Council",国务院扶贫办外资项目管理中心,Beijing,Sentenced,2/1/2011,http://www.scmp.com/news/china/article/1317119/shamed-former-railways-minister-liu-zhijun-tried-bribe-his-way-power,,,,,,,4/29/2015,http://economictimes.indiatimes.com/news/international/world-news/former-chinese-official-sentenced-to-death-for-graft/articleshow/47097732.cms,http://www.chinanews.com/fz/2015/04-29/7243176.shtml,Suspended death sentence,All of Fan's personal assets were confiscated.,"60,000,000",,,,,Ding Shumiao,Liu Zhijun,,,,,,,,
Li Huabo,李华波,Fly,1961,Male,Poyang,Jiangxi,"Li Huabo was wanted by Interpol, arrested in Singapore, and repatriated back to China. ",http://baike.baidu.com/view/5231118.htm,Li-Huabao.jpg,Director of Economic Development ,经济建设股原股长,Poyang Finance Bureau,江西省鄱阳县财政局,Jiangxi,Sentenced,2/23/2011,http://www.mps.gov.cn/n2256936/n4904359/n4904360/c4916318/content.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,5/9/2015,http://www.bloomberg.com/bw/articles/2013-03-28/li-huabo-corrupt-chinese-bureaucrat-or-fall-guy,http://www.ccdi.gov.cn/gzdt/gjhz/201510/t20151014_153517.html,,1/23/2017,http://news.xinhuanet.com/politics/2017-05/10/c_1120951325.htm,,"Life imprisonment, deprevation of political rights for life",,"94,000,000",,Sky Net,Fox Hunt,,,,,,,,,,,
Shao Liping,邵力平,Fly,1951,Male,,,,http://www.baike.com/wiki/%E9%82%B5%E5%8A%9B%E5%B9%B3%5B%E5%8E%9F%E5%8D%97%E6%98%8C%E9%93%81%E8%B7%AF%E5%B1%80%E5%B1%80%E9%95%BF%5D,Shao-Liping.jpg,Bureau Head,局长,Nanchang Railway Bureau,南昌铁路局,Jiangxi,Investigated,6/23/2011,http://www.scmp.com/article/971540/railway-graft-scandal-widens-3-more-held,http://www.caijing.com.cn/2011-06-23/110754405.html,,,,,,,,,,,,Rail,SOE,Transportation,,Liu Zhijun,,,,,,,Liu Zhijun,,
Lin Fenqiang,林奋强,Fly,1962,Male,Fuzhou,Fujian,,http://baike.baidu.com/view/4445694.htm,Lin-Fenqiang.jpg,Bureau chief,局长,Hohhot railway bureau,呼和浩特铁路局,Inner Mongolia,Sentenced,6/23/2011,http://www.scmp.com/article/971540/railway-graft-scandal-widens-3-more-held,,,12/31/2011,http://news.xinhuanet.com/politics/2011-12/31/c_111349693.htm,,,7/25/2014,http://www.chinadaily.com.cn/china/2014-06/18/content_17598550.htm,http://news.sina.com.cn/c/2014-07-25/023230575168.shtml,Deferred death sentence,,"70,000,000",Rail,SOE,,,,,,,,,,,,
Wang Jiazhe,王佳哲,Fly,1961,Male,Shenyang,Liaoning,"Included in the Operation Skynet round-up, believed to be in Australia.",http://c.hiphotos.baidu.com/baike/c0%3Dbaike80%2C5%2C5%2C80%2C26/sign=ed6ae9ce7c310a55d029d6a6d62c28cc/5243fbf2b2119313aa228c8d60380cd791238dad.jpg,,Staff,员工,Liaoning Daily Press,辽宁日报社,Liaoning,Investigated,11/18/2011,http://news.xinhuanet.com/2017-03/09/c_1120600724.htm,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,"turned himself in, reported on 3/9/2017",,,,,,,,,,,,Media,Sky Net,,,,,,,,,,,
Zhu Haiping,朱海平,Fly,1963,Male,Wuhan,Hubei,,http://a.hiphotos.baidu.com/baike/w%3D268/sign=0f7e0d8682d6277fe912353e10391f63/b3fb43166d224f4aa8dbea2e0cf790529822d149.jpg,,General Manager,总经理,"Shenzhen Yuwei Industry Co., Ltd.",深圳玉威实业公司,Hubei,Expelled,11/30/2011,http://www.telegraph.co.uk/sponsored/china-watch/society/11642950/china-most-wanted.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,7/15/2016,http://www.globaltimes.cn/content/994602.shtml,http://www.ccdi.gov.cn/special/ztzz/ztzzjxs_ztzz/201705/t20170511_99033.html,,,,,,,,,Sky Net,,,,,,,,,,,,
He Jian,贺俭,Fly,1965,Male,,Hebei,"Included in the Operation Skynet round-up, believed to be in Vancouver, Canada.",http://c.hiphotos.baidu.com/baike/w%3D268/sign=6db4d3c60f46f21fc9345955ce256b31/b3119313b07eca80df46a4da942397dda1448348.jpg,,Manager,经理,Qinhuangdao Harbor Fangda Real Estate Development Limited Liability Company,秦皇岛港方大房地产开发有限责任公司,Hebei,Expelled,12/9/2011,http://www.mps.gov.cn/n2256936/n4904359/n4904360/c4914998/content.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,11/7/2017,http://www.ccdi.gov.cn/special/ztzz/ztzzjxs_ztzz/201711/t20171107_111278.html,http://www.ccdi.gov.cn/special/ztzz/ztzzjxs_ztzz/201711/t20171107_111278.html,,,,,,,,Real Estate,Sky Net,,,,,,,,,,,,
Gu Junshan,谷俊山,Tiger,1956,Male,Puyang,Henan,"Gu Junshan's brother is Gu Xianjun. Gu’s riches, stored in one of his ancestral homes in Henan province, filled four trucks and took 20 paramilitary officers two nights to confiscate them all, according to a 2014 report by Caixin. Among the items seized were a pure gold statue of late leader Mao Zedong, a gold wash basin, a model boat made of gold and crates of Maotai, a pricey Chinese liquor.",http://baike.baidu.com/link?url=XoT6O0eQIhwn8A3wskt3Qgf0wzziEC-FvzIGI5hh0ABvS8IuPxfZBkWBdVJutkQ99pC8eOpKeOGEa63gvN70tK,Gu-Junshan.jpg,"Lieutenant General, Director",将领,PLA General Logistics Department,中国人民解放军,Henan,Sentenced,1/19/2012,http://www.scmp.com/news/china/article/1406027/new-details-emerge-disgraced-general-gu-junshans-graft-loot,,,,,,,8/10/2015,http://www.scmp.com/news/china/policies-politics/article/1848264/chinas-disgraced-pla-general-gu-junshan-given-suspended,http://www.ccdi.gov.cn/yaowen/201508/t20150810_137464.html,Suspended death sentence,,,Military,,,Gu Xianjun,,,Xu Caihou,,,,,Xu Caihou,,
Sun Feng(2),孙峰,Fly,1978,Male,Wuxi,Jiangsu,"Included in the Operation Skynet round-up, believed to be in the Canada, Thailand or the Philippines. ",,,President,行长   ,Agricultural Bank of China Yaosai Branch in Jiangyin,中国农业银行江阴要塞支行     ,Jiangsu,Investigated,2/2/2012,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116796.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116796.html,,,,,,,,,,,,,Sky Net,Finance,,,,,,,,,,,
Lu Xiangdong,鲁向东,Fly,1960,Male,,,,http://baike.baidu.com/view/863947.htm,Lu-Xiangdong.jpg,Deputy General Manager,副总经理,China Mobile,中国移动,Beijing,Sentenced,3/1/2012,https://www.bbc.com/zhongwen/simp/china/2013/11/131119_chinamobile_sentencing,,,,,,,11/15/2013,http://www.reuters.com/article/2013/11/22/us-china-corruption-idUSBRE9AL04D20131122,,Life imprisonment,,"20,000,000",,SOE,,,,,,,,,,,,
Chen Mingxian,陈明宪,Fly,1950,Male,Linli,Hunan,,http://a4.att.hudong.com/35/88/20200000013920144739887312456_s.jpg,Chen-Mingxian.jpg,"Party Secretary, Deputy Director","党组书记, 副厅长",Department of Transportation of Hunan Province,湖南省交通厅,Hunan,Sentenced,3/29/2012,http://legal.people.com.cn/GB/188502/17536014.html,,,,,,,8/31/2015,http://www.xinhuanet.com/legal/2015-08/31/c_1116430093.htm,,Death sentence with 2-year reprieve,,"49,410,000",,Transportation,,,,,,,,,,,,
Gu Kailai,谷开来,Fly,1958,Female,Beijing,Beijing,"Daughter of Gu Jingsheng, a prominent revolutionary, Gu Kailai is married to Bo Xilai, the disgraced party leader from Chongqing. The couple have one son, Bo Guagua. She graduated from the Peking University, and practiced law until 2007.",Wikipedia,Gu-Kailai.jpg,Spouse of Bo Xilai,薄熙来的配偶,,,Chongqing,Sentenced,4/10/2012,http://www.telegraph.co.uk/expat/expatnews/9196486/Bo-Xilais-wife-Gu-Kailai-arrested-for-Neil-Heywoods-murder.html,,,4/10/2012,http://www.theguardian.com/world/2012/aug/07/gu-kailai-timeline-neil-heywood,,,8/20/2012,http://www.nytimes.com/2012/08/21/world/asia/china-defers-death-penalty-for-gu-kailai.html,http://news.xinhuanet.com/fortune/2012-08/21/c_112786130.htm,"In August 2012 Gu receved a suspended death sentence, her sentence was commuted to a life sentence following good behaviour.",,,,Spouses,,Bo Xilai,,,,,,,,Bo Xilai,,
