status_type,year_born,gender,native_province,corruption_location,local_official,rankErin,sentence_details,economic_problem,corrupted_amount,sector,connections_with_tigers
Fly,1950-1959,Male,Jiangxi,Jiangxi,Yes,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Jiangxi,Jiangxi,Yes,5,10-15 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Guangdong,Hainan,No,5,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Tiger,1940-1949,Male,Liaoning,Beijing,No,3,NA,Yes,NA,social service,Yes
Tiger,1950-1959,Male,Beijing,Shanxi,No,4,10-15 years imprisonment,Yes,NA,social service,Yes
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",mining,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Shanxi,Shanxi,Yes,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Jiangsu,Anhui,No,5,10-15 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Shandong,Beijing,No,5,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Jiangxi,Jiangxi,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Beijing,Beijing,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Hainan,Hainan,Yes,8,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Shandong,Hubei,No,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Shandong,Anhui,No,8,NA,Yes,NA,social service,No
Fly,1940-1949,Male,Guangdong,Guangdong,Yes,9,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Female,Gansu,Gansu,Yes,10,10-15 years imprisonment,Yes,NA,mining,No
Fly,1970-1979,Male,Tibet,Shaanxi,No,7,NA,Yes,"1,000,000-10,000,000",finance,No
Fly,1960-1969,Male,Shandong,Xinjiang,No,7,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Liaoning,Liaoning,Yes,9,NA,Yes,NA,infrastructure,No
Fly,1960-1969,Male,Chongqing,Sichuan,No,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1970-1979,Male,Fujian,Beijing,No,5,NA,Yes,"1,000,000-10,000,000",mining,No
Fly,1960-1969,Male,Shanxi,Shanxi,Yes,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Jilin,Hebei,No,5,10-15 years imprisonment,Yes,NA,infrastructure,No
Fly,1980-1989,Male,Hubei,Hebei,No,7,10-15 years imprisonment,Yes,NA,technology,No
Fly,1960-1969,Male,Jilin,Hebei,No,7,NA,Yes,NA,technology,No
Fly,1950-1959,Male,Jiangsu,Fujian,No,6,NA,Yes,NA,social service,No
Tiger,1950-1959,Male,Zhejiang,Tianjin,No,4,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guizhou,Guangdong,No,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Sichuan,Guangdong,No,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Qinghai,Xinjiang,No,7,10-15 years imprisonment,Yes,NA,mining,No
Fly,1950-1959,Male,Shandong,Guangdong,No,5,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1969,Male,Zhejiang,Fujian,No,7,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1969,Male,Henan,Anhui,No,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Inner Mongolia,Inner Mongolia,Yes,6,NA,Yes,NA,social service,No
Fly,1980-1989,Male,Tianjin,Yunnan,No,7,NA,Yes,"1,000,000-10,000,000",CEHS,No
Tiger,1950-1959,Male,Anhui,Xinjiang,No,4,10-15 years imprisonment,Yes,NA,social service,Yes
Fly,1950-1959,Male,Anhui,Anhui,Yes,6,NA,Yes,"1,000,000-10,000,000",technology,No
Fly,1950-1959,Male,Shandong,Xinjiang,No,5,NA,Yes,"1,000,000-10,000,000",technology,No
Fly,1960-1969,Male,Jiangsu,Beijing,No,6,NA,Yes,NA,technology,No
Fly,1950-1969,Male,Inner Mongolia,Beijing,No,9,NA,Yes,NA,CEHS,No
Fly,1970-1979,Male,Hunan,Beijing,No,8,10-15 years imprisonment,Yes,NA,technology,No
Fly,1960-1969,Male,Shanghai,Tianjin,No,5,NA,Yes,NA,social service,No
Fly,1940-1949,Male,Guangdong,Guangdong,Yes,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1970-1979,Male,Liaoning,Fujian,No,9,10-15 years imprisonment,Yes,NA,infrastructure,No
Fly,1980-1989,Male,Hainan,Shaanxi,No,7,NA,Yes,NA,energy,No
Fly,1980-1989,Male,Hainan,Hubei,No,8,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Tiger,1950-1959,Male,Liaoning,Jilin,No,4,NA,Yes,"1,000,000-10,000,000",social service,Yes
Fly,1950-1969,Male,Shanxi,Guizhou,No,9,10-15 years imprisonment,Yes,NA,social service,No
Fly,1970-1979,Male,Beijing,Shandong,No,7,10-15 years imprisonment,Yes,NA,finance,No
Fly,1960-1969,Male,Liaoning,Liaoning,Yes,5,NA,Yes,"1,000,000-10,000,000",technology,No
Tiger,1950-1959,Female,Zhejiang,Beijing,No,4,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,Yes
Fly,1950-1969,Male,Guangdong,Guangdong,Yes,6,NA,Yes,NA,CEHS,No
Fly,1960-1969,Male,Sichuan,Hubei,No,8,10-15 years imprisonment,Yes,NA,social service,No
Tiger,1950-1959,Male,Shanxi,Tibet,No,5,NA,Yes,NA,social service,Yes
Tiger,1950-1959,Male,Jiangsu,Yunnan,No,4,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,Yes
Fly,1950-1959,Male,Hubei,Hubei,Yes,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1970-1979,Male,Hubei,Hubei,Yes,5,10-15 years imprisonment,Yes,NA,technology,No
Fly,1940-1949,Male,Chongqing,Iran,No,7,NA,Yes,NA,mining,No
Fly,1960-1969,Male,Xinjiang,Qinghai,No,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Shaanxi,Shaanxi,Yes,6,10-15 years imprisonment,Yes,NA,technology,No
Fly,1960-1969,Male,Beijing,Xinjiang,No,7,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guangdong,Xinjiang,No,7,NA,Yes,NA,social service,No
Fly,1980-1989,Male,Hebei,Hubei,No,9,NA,Yes,NA,transport,No
Fly,1950-1959,Male,Jilin,Xinjiang,No,5,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Ningxia,Xinjiang,No,7,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Jiangxi,Xinjiang,No,9,10-15 years imprisonment,Yes,NA,social service,No
Fly,1980-1989,Male,Heilongjiang,Xinjiang,No,7,NA,Yes,NA,social service,No
Fly,1940-1949,Male,Jilin,Heilongjiang,No,6,NA,Yes,NA,CEHS,No
Fly,1950-1959,Male,Henan,Henan,Yes,6,10-15 years imprisonment,Yes,NA,social service,No
Tiger,1950-1959,Male,Liaoning,Heilongjiang,No,3,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1940-1949,Male,Liaoning,Fujian,No,10,10-15 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Zhejiang,Fujian,No,10,10-15 years imprisonment,Yes,NA,CEHS,No
Tiger,1950-1959,Male,Shandong,Shandong,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Liaoning,Qinghai,No,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Female,Hubei,Liaoning,No,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1970-1979,Male,Hubei,Hubei,Yes,8,10-15 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Anhui,Jiangxi,No,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Hubei,Hubei,Yes,8,NA,Yes,NA,social service,No
Tiger,1950-1959,Male,Hunan,Hebei,No,3,NA,Yes,"1,000,000-10,000,000",social service,Yes
Tiger,1950-1959,Male,Hebei,Beijing,No,5,NA,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1960-1969,Male,Shandong,Beijing,No,7,15-20 years imprisonment,Yes,"1,000,000-10,000,000",transport,No
Fly,1980-1989,Male,Jiangxi,Shandong,No,6,10-15 years imprisonment,Yes,NA,finance,No
Fly,1960-1969,Male,Anhui,Anhui,Yes,5,10-15 years imprisonment,Yes,NA,social service,No
Fly,1970-1979,Male,Guizhou,Guizhou,Yes,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,5,NA,Yes,NA,CEHS,No
Fly,1970-1979,Male,Hunan,Hunan,Yes,8,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,5,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Guangxi,Guangxi,Yes,6,15-20 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Shandong,Jiangsu,No,8,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Guangxi,Guangxi,Yes,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,8,10-15 years imprisonment,Yes,NA,social service,No
Tiger,1950-1959,Male,Liaoning,Liaoning,Yes,4,NA,Yes,NA,CEHS,Yes
Fly,1960-1969,Male,Shaanxi,Shaanxi,Yes,8,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Hainan,Hainan,Yes,5,10-15 years imprisonment,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1950-1959,Male,Yunnan,Yunnan,Yes,5,10-15 years imprisonment,Yes,NA,transport,No
Fly,1960-1969,Male,Beijing,Yunnan,No,6,NA,Yes,NA,mining,No
Fly,1960-1969,Male,Yunnan,Yunnan,Yes,6,NA,Yes,NA,CEHS,No
Fly,1950-1959,Male,Sichuan,Heilongjiang,No,6,NA,Yes,NA,social service,No
Fly,1940-1949,Male,Chongqing,Jilin,No,7,NA,Yes,NA,transport,No
Fly,1960-1969,Male,Gansu,Anhui,No,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Guangxi,Guangxi,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Ningxia,Hainan,No,9,NA,Yes,"1,000,000-10,000,000",real estate,No
Fly,1960-1969,Male,Shandong,Shandong,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1969,Male,Anhui,Jiangxi,No,9,NA,Yes,NA,mining,No
Fly,1950-1969,Male,Qinghai,Fujian,No,9,NA,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1970-1979,Male,Ningxia,Sichuan,No,9,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Henan,Xinjiang,No,6,NA,Yes,"1,000,000-10,000,000",infrastructure,No
Fly,1960-1969,Male,Guangxi,Guangxi,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Jiangxi,Beijing,No,7,NA,Yes,NA,social service,No
Fly,1940-1949,Female,Guizhou,Yunnan,No,6,5-10 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Female,Yunnan,Guangdong,No,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Hubei,Hunan,No,6,NA,Yes,NA,manufacturing,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1980-1989,Male,Fujian,Guangdong,No,7,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Hunan,Guangdong,No,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Anhui,Guizhou,No,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Qinghai,Hunan,No,5,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Yunnan,Yunnan,Yes,5,NA,Yes,"1,000,000-10,000,000",mining,No
Fly,1950-1959,Male,Hainan,Hainan,Yes,6,10-15 years imprisonment,Yes,NA,agriculture,No
Fly,1960-1969,Male,Yunnan,Yunnan,Yes,5,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1969,Female,Zhejiang,Hubei,No,7,10-15 years imprisonment,Yes,NA,technology,No
Fly,1950-1959,Male,Shandong,Guangdong,No,6,NA,Yes,"1,000,000-10,000,000",transport,No
Fly,1940-1949,Male,Hebei,Henan,No,5,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Anhui,Xinjiang,No,5,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,7,10-15 years imprisonment,Yes,NA,social service,No
Fly,1970-1979,Female,Shanxi,Shanxi,Yes,7,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Tibet,Anhui,No,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Jilin,Henan,No,6,NA,Yes,NA,finance,No
Fly,1960-1969,Male,Zhejiang,Zhejiang,Yes,5,NA,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,8,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Jiangsu,Jiangsu,Yes,6,NA,Yes,"1,000,000-10,000,000",manufacturing,No
Tiger,1950-1959,Male,Hubei,Sichuan,No,4,NA,Yes,NA,social service,Yes
Tiger,1960-1969,Male,Guizhou,Beijing,No,5,10-15 years imprisonment,Yes,NA,social service,Yes
Fly,1960-1969,Male,Jiangsu,Jiangsu,Yes,6,5-10 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Anhui,Anhui,Yes,6,20 -25 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Guizhou,Guizhou,Yes,5,Life imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Jiangsu,Jiangsu,Yes,7,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,5,NA,Yes,"1,000,000-10,000,000",social service,Yes
Fly,1950-1959,Male,Yunnan,Yunnan,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1950-1959,Male,Shandong,Shandong,Yes,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1940-1949,Male,Anhui,Liaoning,No,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Henan,Sichuan,No,7,NA,Yes,"1,000,000-10,000,000",infrastructure,No
Fly,1960-1969,Male,Liaoning,Liaoning,Yes,7,NA,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1950-1959,Male,Hunan,Guangxi,No,5,NA,Yes,"1,000,000-10,000,000",social service,No
Tiger,1960-1969,Male,Hunan,Guangdong,No,5,10-15 years imprisonment,Yes,NA,social service,No
Fly,1940-1949,Male,Hainan,Xinjiang,No,7,10-15 years imprisonment,Yes,"1,000,000-10,000,000",mining,No
Fly,1940-1949,Male,Jiangsu,Shandong,No,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1970-1979,Male,Sichuan,Chongqing,No,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,8,NA,Yes,NA,CEHS,No
Fly,1960-1969,Male,Chongqing,Anhui,No,7,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Tiger,1950-1959,Male,Hubei,Hubei,Yes,4,15-20 years imprisonment,Yes,"1,000,000-10,000,000",social service,Yes
Fly,1980-1989,Male,Sichuan,Guangdong,No,9,NA,Yes,"1,000,000-10,000,000",finance,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Guizhou,Hainan,No,7,NA,Yes,"1,000,000-10,000,000",agriculture,No
Fly,1980-1989,Male,Yunnan,Beijing,No,10,10-15 years imprisonment,Yes,NA,mining,No
Fly,1950-1969,Male,Beijing,Guangdong,No,6,10-15 years imprisonment,Yes,NA,real estate,No
Fly,1950-1959,Male,Jiangxi,Jiangxi,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Beijing,Beijing,Yes,6,NA,Yes,NA,technology,No
Fly,1960-1969,Male,Anhui,Anhui,Yes,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Henan,Henan,Yes,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Hunan,Hunan,Yes,5,10-15 years imprisonment,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1950-1969,Male,Tianjin,Hubei,No,7,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Anhui,Anhui,Yes,6,NA,Yes,"1,000,000-10,000,000",mining,No
Fly,1970-1979,Male,Hebei,Xinjiang,No,5,NA,Yes,NA,CEHS,No
Fly,1950-1959,Male,Jilin,Jilin,Yes,6,NA,Yes,NA,CEHS,No
Fly,1960-1969,Male,Liaoning,Chongqing,No,5,10-15 years imprisonment,Yes,NA,social service,No
Tiger,1950-1959,Male,Shaanxi,Liaoning,No,4,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Guangdong,Guangxi,No,5,Life imprisonment,Yes,"1,000,000-10,000,000",manufacturing,No
Fly,1960-1969,Male,Hunan,Guizhou,No,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Tiger,1960-1969,Male,Shandong,Beijing,No,5,10-15 years imprisonment,Yes,NA,energy,Yes
Fly,1950-1969,Male,Tibet,Beijing,No,5,10-15 years imprisonment,Yes,NA,energy,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,10-15 years imprisonment,Yes,NA,social service,Yes
Tiger,1960-1969,Male,Shandong,Hong Kong,No,4,NA,Yes,NA,mining,Yes
Fly,1970-1979,Male,Jiangsu,Jiangsu,Yes,5,10-15 years imprisonment,Yes,NA,energy,No
Fly,1950-1959,Male,Guizhou,Shanghai,No,5,10-15 years imprisonment,Yes,NA,manufacturing,No
Fly,1960-1969,Male,Jiangsu,Jiangsu,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Tiger,1950-1959,Male,Anhui,Anhui,Yes,4,NA,Yes,NA,social service,Yes
Fly,1970-1979,Male,Yunnan,Ningxia,No,6,NA,Yes,"1,000,000-10,000,000",transport,No
Fly,1950-1959,Male,Jilin,Jilin,Yes,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Shandong,Beijing,No,5,10-15 years imprisonment,Yes,NA,CEHS,No
Fly,1960-1969,Male,Ningxia,Ningxia,Yes,7,15-20 years imprisonment,Yes,"1,000,000-10,000,000",manufacturing,No
Fly,1960-1969,Male,Jiangxi,Jiangxi,Yes,7,10-15 years imprisonment,Yes,NA,social service,No
Fly,1970-1979,Male,Sichuan,Chongqing,No,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Tibet,Fujian,No,7,10-15 years imprisonment,Yes,NA,transport,No
Fly,1960-1969,Male,Tianjin,Fujian,No,7,NA,Yes,NA,technology,No
Fly,1960-1969,Male,Shanxi,Hunan,No,7,NA,Yes,NA,social service,No
Fly,1950-1969,Male,Inner Mongolia,Anhui,No,7,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Shandong,Shandong,Yes,5,10-15 years imprisonment,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,6,10-15 years imprisonment,Yes,NA,mining,No
Fly,1970-1979,Male,Guangxi,Guizhou,No,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1970-1979,Male,Jilin,Fujian,No,7,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,7,10-15 years imprisonment,Yes,NA,social service,No
Tiger,1950-1959,Male,Hebei,Jiangxi,No,4,NA,Yes,NA,infrastructure,Yes
Fly,1960-1969,Male,Sichuan,Beijing,No,7,NA,Yes,NA,manufacturing,No
Fly,1950-1959,Male,Guizhou,Guizhou,Yes,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1980-1989,Male,Jiangxi,Jiangxi,Yes,9,10-15 years imprisonment,Yes,NA,social service,No
Fly,1940-1949,Male,Hunan,Fujian,No,9,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Fujian,Fujian,Yes,7,NA,Yes,"1,000,000-10,000,000",technology,No
Fly,1970-1979,Male,Jiangxi,Chongqing,No,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",finance,No
Fly,1960-1969,Male,Xinjiang,Guizhou,No,9,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Guizhou,Guizhou,Yes,8,10-15 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Shaanxi,Shaanxi,Yes,7,NA,Yes,NA,agriculture,No
Fly,1980-1989,Male,Gansu,Shaanxi,No,8,NA,Yes,NA,social service,No
Fly,1980-1989,Male,Shanghai,Shaanxi,No,8,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1969,Male,Shandong,Shaanxi,No,7,10-15 years imprisonment,Yes,NA,social service,No
Fly,1970-1979,Male,Zhejiang,Shaanxi,No,7,10-15 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Female,Sichuan,Sichuan,Yes,10,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,5,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Jiangxi,Jiangxi,Yes,5,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Jiangxi,Jiangxi,Yes,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Henan,Sichuan,No,5,NA,Yes,"1,000,000-10,000,000",agriculture,No
Fly,1950-1959,Male,Heilongjiang,Guangdong,No,8,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1970-1979,Male,Xinjiang,Zhejiang,No,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",technology,No
Fly,1950-1959,Male,Fujian,Fujian,Yes,6,10-15 years imprisonment,Yes,NA,agriculture,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,7,10-15 years imprisonment,Yes,NA,energy,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,5,10-15 years imprisonment,Yes,NA,social service,No
Tiger,1950-1959,Male,Henan,Beijing,No,4,NA,Yes,NA,finance,No
Fly,1950-1959,Male,Fujian,Fujian,Yes,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Anhui,Anhui,Yes,8,NA,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1960-1969,Male,Fujian,Fujian,Yes,9,NA,Yes,NA,real estate,No
Fly,1960-1969,Male,Heilongjiang,Shaanxi,No,7,10-15 years imprisonment,Yes,NA,technology,No
Fly,1940-1949,Male,Gansu,Gansu,Yes,5,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Gansu,Guangdong,No,10,NA,Yes,NA,mining,Yes
Fly,1950-1959,Male,Shanxi,Heilongjiang,No,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1950-1959,Male,Guangxi,Guangxi,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1969,Male,Heilongjiang,Gansu,No,7,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1969,Male,Shanghai,Gansu,No,10,NA,Yes,NA,finance,No
Fly,1940-1949,Male,Chongqing,Shandong,No,6,15-20 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,5,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Henan,Henan,Yes,5,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,8,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Guangdong,Anhui,No,6,NA,Yes,NA,social service,No
Tiger,1950-1959,Male,Yunnan,Yunnan,Yes,4,10-15 years imprisonment,Yes,NA,social service,Yes
Fly,1960-1969,Male,Hunan,Guangdong,No,6,NA,Yes,NA,social service,Yes
Fly,1960-1969,Male,Guizhou,Jilin,No,5,NA,Yes,NA,CEHS,No
Fly,1950-1959,Female,Hubei,Hubei,Yes,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Hubei,Hubei,Yes,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,6,NA,Yes,NA,social service,No
Tiger,1960-1969,Male,Shaanxi,Ningxia,No,4,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1980-1989,Male,Heilongjiang,Shaanxi,No,7,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guizhou,Hubei,No,9,NA,Yes,NA,CEHS,No
Fly,1960-1969,Male,Shandong,Shaanxi,No,7,NA,Yes,NA,social service,No
Fly,1950-1969,Male,Guizhou,Shaanxi,No,8,NA,Yes,NA,real estate,No
Fly,1980-1989,Male,Shanghai,Inner Mongolia,No,7,NA,Yes,NA,manufacturing,No
Fly,1950-1959,Male,Xinjiang,Xinjiang,Yes,5,NA,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1960-1969,Male,Hebei,Hebei,Yes,6,10-15 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Tibet,Tibet,Yes,7,NA,Yes,NA,manufacturing,No
Fly,1950-1959,Male,Liaoning,Chongqing,No,9,NA,Yes,NA,finance,No
Fly,1960-1969,Male,Guangxi,Guangxi,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Shandong,Anhui,No,5,10-15 years imprisonment,Yes,NA,mining,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,5,10-15 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Jiangsu,Jiangsu,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Shandong,Shandong,Yes,5,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Fujian,Fujian,Yes,9,NA,Yes,NA,real estate,No
Fly,1950-1959,Male,Shandong,Henan,No,5,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Henan,Henan,Yes,6,10-15 years imprisonment,Yes,NA,technology,No
Fly,1950-1959,Male,Henan,Henan,Yes,5,NA,Yes,NA,CEHS,No
Fly,1950-1959,Male,Chongqing,Hunan,No,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Jiangsu,Jiangsu,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1969,Male,Shaanxi,Fujian,No,5,NA,Yes,NA,technology,No
